"Manufacturer","Model_Name","CPU","Display_Size","Operating_System","RAM","GPU","Screen_Resolution","Price_in_USD","Page","Product_Link"
"HP","LAPTOP","NVIDIA","17""","LINUX","16GB","ARM","2560 x 1440","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0013tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-silver-microsoft-office-365-personal_11704739/103878952.html"
"HP","LAPTOP","ARM","17""","WINDOWS","8GB","AMD","7680 x 4320","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0013tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-silver-microsoft-office-365-personal_11704739/103878952.html"
"HP","LAPTOP","ARM","15.4""","LINUX","16GB","INTEL","1280 x 720","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0013tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-silver-microsoft-office-365-personal_11704739/103878952.html"
"HP","LAPTOP","INTEL","14""","WINDOWS","12GB","NVIDIA","7680 x 4320","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0011tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-gold-microsoft-office-365-personal_11704876/103879413.html"
"HP","LAPTOP","INTEL","13""","WINDOWS","16GB","NVIDIA","2560 x 1440","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0010tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-red-microsoft-office-365-personal_11704847/103879297.html"
"HP","LAPTOP","INTEL","17""","LINUX","16GB","ARM","1920 x 1080","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0132tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-black-microsoft-office-365-personal_11650200/103811962.html"
"HP","LAPTOP","INTEL","13""","LINUX","12GB","AMD","2560 x 1440","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0011tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-gold-microsoft-office-365-personal_11704876/103879413.html"
"HP","LAPTOP","NVIDIA","14""","WINDOWS","4GB","AMD","7680 x 4320","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0013tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-silver-microsoft-office-365-personal_11704739/103878952.html"
"HP","LAPTOP","ARM","17""","LINUX","16GB","AMD","1280 x 720","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0132tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-black-microsoft-office-365-personal_11650200/103811962.html"
"HP","LAPTOP","INTEL","15.4""","LINUX","8GB","AMD","1920 x 1080","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0010tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-red-microsoft-office-365-personal_11704847/103879297.html"
"HP","LAPTOP","ARM","15.6""","WINDOWS","16GB","INTEL","3840 x 2160","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0010tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-red-microsoft-office-365-personal_11704847/103879297.html"
"HP","LAPTOP","INTEL","15.6""","LINUX","16GB","ARM","3840 x 2160","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0009tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-grey-microsoft-office-365-personal_11704750/103878988.html"
"HP","LAPTOP","NVIDIA","15.4""","WINDOWS","4GB","NVIDIA","7680 x 4320","320.0","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-laptop-14-ck0132tu-celeron-n4000-1tb-hdd-4gb-ram-uma-no-odd-win-10-home-black-microsoft-office-365-personal_11650200/103811962.html"
"HP","14-CM0101AU","INTEL","17""","WINDOWS","12GB","ARM","3840 x 2160","323.65","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-14-hd-amd-a4-9125-4gb-1tb-amd-radeon-3-graphics-win-10-black-microsoft-office-365-personal_12099062/104657282.html"
"HP","14-CM0101AU","NVIDIA","14""","WINDOWS","16GB","ARM","1280 x 720","323.65","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0101au-14-hd-amd-a4-9125-4gb-1tb-amd-radeon-3-graphics-win-10-black-microsoft-office-365-personal_12099062/104657282.html"
"HP","JOY","ARM","13""","LINUX","8GB","NVIDIA","1920 x 1080","323.65","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-joy-2-14-cm0091au-14-hd-amd-a4-9125-4gb-128gb-ssd-amd-radeon-3-graphics-win-10-silver-microsoft-office-365-personal_12099027/104657199.html"
"HP","JOY","INTEL","15.6""","WINDOWS","4GB","ARM","3840 x 2160","323.65","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=6&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-joy-2-14-cm0091au-14-hd-amd-a4-9125-4gb-128gb-ssd-amd-radeon-3-graphics-win-10-silver-microsoft-office-365-personal_12099027/104657199.html"
"HP","14-BS751TU","NVIDIA","17""","WINDOWS","32GB","NVIDIA","2560 x 1440","324.38","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=5&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs751tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-black-microsoft-office-365-personal_11649699/103811389.html"
"HP","14-BS751TU","ARM","17""","WINDOWS","16GB","NVIDIA","1280 x 720","324.38","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs751tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-black-microsoft-office-365-personal_11649699/103811389.html"
"HP","14-BS751TU","NVIDIA","14""","WINDOWS","4GB","ARM","2560 x 1440","324.38","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs751tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-black-microsoft-office-365-personal_11649699/103811389.html"
"HP","14-BS751TU","NVIDIA","13""","LINUX","32GB","NVIDIA","1280 x 720","324.38","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs751tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-black-microsoft-office-365-personal_11649699/103811389.html"
"HP","14-BS754TU","ARM","17""","LINUX","32GB","INTEL","1920 x 1080","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs754tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-grey-microsoft-office-365-personal_11704717/103878880.html"
"HP","14-BS755TU","INTEL","13""","LINUX","8GB","ARM","2560 x 1440","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs755tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-white-microsoft-office-365-personal_11649620/103811200.html"
"HP","14-BS752TU","INTEL","13""","LINUX","32GB","INTEL","1920 x 1080","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs752tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-silver-microsoft-office-365-personal_11649611/103811177.html"
"HP","14-BS752TU","ARM","17""","LINUX","12GB","NVIDIA","2560 x 1440","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs752tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-silver-microsoft-office-365-personal_11649611/103811177.html"
"HP","14-BS754TU","NVIDIA","13""","WINDOWS","8GB","AMD","1920 x 1080","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs754tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-grey-microsoft-office-365-personal_11704717/103878880.html"
"HP","14-BS755TU","NVIDIA","15.4""","WINDOWS","32GB","INTEL","3840 x 2160","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs755tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-white-microsoft-office-365-personal_11649620/103811200.html"
"HP","14-BS754TU","NVIDIA","15.6""","LINUX","16GB","NVIDIA","1920 x 1080","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs754tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-grey-microsoft-office-365-personal_11704717/103878880.html"
"HP","14-BS754TU","NVIDIA","15.4""","WINDOWS","16GB","NVIDIA","3840 x 2160","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs754tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-grey-microsoft-office-365-personal_11704717/103878880.html"
"HP","14-BS752TU","NVIDIA","13""","LINUX","16GB","NVIDIA","1920 x 1080","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs752tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-silver-microsoft-office-365-personal_11649611/103811177.html"
"HP","14-BS755TU","ARM","15.4""","LINUX","12GB","INTEL","1280 x 720","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=10&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs755tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-white-microsoft-office-365-personal_11649620/103811200.html"
"HP","14-BS754TU","INTEL","15.6""","LINUX","4GB","INTEL","3840 x 2160","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs754tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-grey-microsoft-office-365-personal_11704717/103878880.html"
"HP","14-BS755TU","NVIDIA","15.4""","WINDOWS","8GB","INTEL","1920 x 1080","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs755tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-white-microsoft-office-365-personal_11649620/103811200.html"
"HP","14-BS752TU","INTEL","17""","LINUX","12GB","INTEL","3840 x 2160","328.04","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-bs752tu-14-hd-intel-celeron-n3060-4gb-1tb-integrated-graphics-win-10-home-silver-microsoft-office-365-personal_11649611/103811177.html"
"HP","14-CM0067AU","INTEL","15.4""","WINDOWS","16GB","NVIDIA","2560 x 1440","328.77","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0067au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-silver_10918969/101948912.html"
"HP","14-CM0066AU","NVIDIA","14""","WINDOWS","16GB","NVIDIA","2560 x 1440","328.77","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0066au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-black_10918941/101948806.html"
"HP","14-CM0066AU","ARM","14""","WINDOWS","8GB","NVIDIA","7680 x 4320","332.42","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0066au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-black_10918941/101948806.html"
"HP","14-CM0068AU","NVIDIA","13""","LINUX","4GB","AMD","2560 x 1440","332.42","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0068au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-gold_10918978/101948926.html"
"HP","14-CM0068AU","INTEL","15.4""","WINDOWS","12GB","AMD","2560 x 1440","332.42","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0068au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-gold_10918978/101948926.html"
"HP","14-CM0067AU","ARM","17""","LINUX","12GB","ARM","1920 x 1080","332.42","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=2&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0067au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-silver_10918969/101948912.html"
"HP","14-CM0067AU","ARM","13""","LINUX","32GB","ARM","3840 x 2160","332.42","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0067au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-silver_10918969/101948912.html"
"HP","14-CM0066AU","ARM","14""","WINDOWS","16GB","ARM","7680 x 4320","332.42","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0066au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-black_10918941/101948806.html"
"HP","14-CM0068AU","INTEL","17""","LINUX","16GB","AMD","1920 x 1080","332.42","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0068au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-gold_10918978/101948926.html"
"HP","14-CM0066AU","ARM","14""","WINDOWS","8GB","AMD","1280 x 720","332.42","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0066au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-black_10918941/101948806.html"
"HP","14-CM0067AU","NVIDIA","13""","WINDOWS","4GB","AMD","7680 x 4320","350.69","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=4&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0067au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-silver_11938695/104330948.html"
"HP","14-CM0067AU","INTEL","15.6""","WINDOWS","16GB","ARM","1920 x 1080","350.69","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0067au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-silver_11938695/104330948.html"
"HP","14-CK0016TU","NVIDIA","14""","LINUX","16GB","ARM","3840 x 2160","365.3","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0016tu-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-home-black_11737552/103929539.html"
"HP","14-CK0018TU","INTEL","14""","WINDOWS","12GB","AMD","7680 x 4320","365.3","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0018tu-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-home-silver_11737839/103930111.html"
"HP","14-CK0016TU","INTEL","14""","LINUX","32GB","AMD","3840 x 2160","365.3","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0016tu-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-home-black_11737552/103929539.html"
"HP","14-CK0018TU","ARM","14""","LINUX","16GB","INTEL","1280 x 720","365.3","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0018tu-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-home-silver_11737839/103930111.html"
"HP","14-CK0018TU","ARM","15.4""","WINDOWS","12GB","NVIDIA","2560 x 1440","365.3","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=7&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0018tu-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-home-silver_11737839/103930111.html"
"HP","14-CK0019TU","NVIDIA","14""","LINUX","8GB","INTEL","2560 x 1440","365.3","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0019tu-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-home-gold_11741219/103933504.html"
"HP","14-CK0016TU","INTEL","15.6""","LINUX","12GB","NVIDIA","7680 x 4320","365.3","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=3&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0016tu-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-home-black_11737552/103929539.html"
"HP","14-CK0019TU","INTEL","15.4""","WINDOWS","32GB","AMD","7680 x 4320","365.3","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=8&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0019tu-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-home-gold_11741219/103933504.html"
"HP","14-CK0019TU","NVIDIA","15.4""","WINDOWS","12GB","INTEL","7680 x 4320","365.3","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=12&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-ck0019tu-14-hd-intel-core-i3-7020u-4gb-1tb-intel-uhd-graphics-win-10-home-gold_11741219/103933504.html"
"HP","14-CM0067AU","INTEL","13""","WINDOWS","4GB","ARM","2560 x 1440","371.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=13&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0067au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-silver-microsoft-office-365-personal_11649689/103811373.html"
"HP","14-CM0067AU","INTEL","14""","WINDOWS","4GB","NVIDIA","2560 x 1440","371.15","https://www.jd.id/category/jual-laptop-875061490.html?searchtype=sh&page=9&pageSize=60&sortType=sort_default_desc","//www.jd.id/product/hp-14-cm0067au-14-hd-amd-a9-9425-4gb-1tb-integrated-amd-graphics-win-10-home-silver-microsoft-office-365-personal_11649689/103811373.html"
